fid,資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,曜日(発生年月日),祝日(発生年月日),日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）,year
662772,1,30,555,328,2,0,1,30000,0,0,119,2020,12,7,19,17,22,1,1,1,1,0,1,9,22,0,23,15,9,30,70,5,2,1,25,65,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354553854,1394027245,2,3,,,,,,,,,,,,,,,2020
662773,1,30,555,329,2,0,1,170,1,101,119,2020,11,9,10,10,12,1,1,1,14,0,7,0,23,0,23,6,9,1,70,1,1,1,25,25,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354502584,1394240209,2,3,,,,,,,,,,,,,,,2020
662777,1,30,555,333,2,0,1,30000,0,0,119,2020,11,11,11,5,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,1,65,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354438099,1394114892,4,3,,,,,,,,,,,,,,,2020
662781,1,30,555,337,2,0,1,30000,0,0,119,2020,12,8,10,50,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,75,75,3,61,31,0,1,0,10,0,10,0,4,0,2,0,2,0,4,2,354455899,1394206694,3,3,,,,,,,,,,,,,,,2020
662800,1,30,556,294,2,0,1,95000,0,0,119,2020,12,16,13,50,12,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,55,75,14,61,1,0,11,0,10,0,30,0,3,0,2,0,2,0,4,2,354628892,1394041588,4,3,,,,,,,,,,,,,,,2020
662815,1,30,557,272,2,0,1,30000,0,0,120,2020,11,24,14,20,12,2,1,1,1,0,7,9,22,0,23,11,9,30,70,5,4,1,55,1,3,61,31,0,1,0,10,0,20,0,3,0,2,0,2,0,4,2,354511906,1393840270,3,3,,,,,,,,,,,,,,,2020
662819,1,30,557,276,2,0,1,30000,0,0,120,2020,12,1,20,30,22,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,1,25,34,61,31,0,0,0,5,0,20,0,3,0,0,0,0,0,4,2,354434032,1393843709,3,3,,,,,,,,,,,,,,,2020
662833,1,30,557,290,2,0,1,10200,0,0,120,2020,12,20,11,50,12,1,1,1,7,0,1,0,23,0,23,3,9,1,70,1,2,1,65,25,3,61,31,0,1,0,5,0,10,0,3,0,2,0,2,0,4,2,354537353,1393926782,1,3,,,,,,,,,,,,,,,2020
662839,1,30,557,296,2,0,1,10010,0,0,120,2020,12,7,21,0,22,1,1,1,1,0,1,9,22,0,23,15,9,30,70,5,2,1,45,1,3,61,31,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354414732,1393851209,2,3,,,,,,,,,,,,,,,2020
662846,1,30,557,303,2,0,1,30000,0,0,120,2020,12,27,7,20,11,1,1,1,1,0,1,9,22,0,23,18,9,30,70,4,2,1,55,25,12,61,1,0,11,0,10,0,20,0,4,0,2,0,2,0,4,2,354407962,1393917931,1,3,,,,,,,,,,,,,,,2020
662850,1,30,558,347,1,1,0,30000,0,0,120,2020,12,19,19,34,22,1,1,1,1,0,7,1,21,0,23,11,9,30,70,5,3,1,55,75,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,1,354453233,1393500008,7,3,,,,,,,,,,,,,,,2020
662854,1,30,558,351,2,0,1,10330,0,0,120,2020,12,5,9,8,12,3,1,2,14,0,7,0,23,0,23,2,9,1,70,5,3,1,75,1,4,61,31,0,1,0,2,0,40,0,4,0,2,0,2,0,4,2,354502862,1393454530,7,3,,,,,,,,,,,,,,,2020
662855,1,30,558,352,2,0,1,30000,0,0,120,2020,12,9,18,10,22,1,1,1,1,0,1,9,22,0,23,15,9,30,70,1,2,1,45,65,13,61,31,0,11,0,5,0,10,0,1,0,2,0,2,0,4,2,354527594,1393537867,4,3,,,,,,,,,,,,,,,2020
662862,1,30,558,359,2,0,1,30000,0,0,120,2020,11,7,7,46,12,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,3,1,25,55,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354439643,1393632748,7,3,,,,,,,,,,,,,,,2020
662863,1,30,558,360,2,0,1,10330,0,0,120,2020,12,10,22,15,22,1,1,1,1,0,7,9,22,0,23,14,9,30,70,4,2,1,75,45,3,61,1,0,1,0,3,0,10,0,2,0,2,0,2,0,4,2,354502790,1393529029,5,3,,,,,,,,,,,,,,,2020
662867,1,30,558,364,2,0,1,30000,0,0,120,2020,12,23,12,30,12,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,4,1,45,65,3,61,31,0,1,0,10,0,10,0,4,0,2,0,2,0,4,2,354506408,1393523915,4,3,,,,,,,,,,,,,,,2020
662868,1,30,558,365,2,0,1,30000,0,0,120,2020,12,23,12,40,12,1,1,1,1,0,1,9,22,0,23,14,9,30,70,5,3,1,45,75,3,61,31,0,1,0,2,0,10,0,4,0,2,0,2,0,4,2,354405905,1393522040,4,3,,,,,,,,,,,,,,,2020
662871,1,30,558,368,2,0,1,10240,0,0,120,2020,12,24,16,3,13,2,1,1,7,0,1,0,23,0,23,3,9,1,70,5,1,1,45,65,3,61,31,0,1,0,5,0,10,0,3,0,2,0,2,0,4,2,354323606,1393454324,5,3,,,,,,,,,,,,,,,2020
662878,1,30,558,375,2,0,1,30000,0,0,120,2020,12,28,16,45,21,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,35,75,14,61,1,0,11,0,2,0,30,0,3,0,2,0,2,0,4,2,354336334,1393524367,2,3,,,,,,,,,,,,,,,2020
662879,1,30,558,376,2,0,1,10250,0,0,120,2020,12,31,18,43,22,1,1,1,1,0,1,8,22,0,23,11,9,30,70,5,2,1,25,25,36,61,31,0,0,0,2,0,40,0,4,0,0,0,0,0,4,2,354346082,1393604540,5,2,,,,,,,,,,,,,,,2020
662882,1,30,559,201,2,0,1,20000,0,0,119,2020,12,2,18,54,22,3,1,2,7,0,1,0,23,0,23,3,9,1,70,1,1,1,55,1,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354708105,1393932050,4,3,,,,,,,,,,,,,,,2020
662883,1,30,559,202,2,0,1,20480,0,0,119,2020,12,7,10,55,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,1,2,1,65,55,14,61,31,0,11,0,5,0,10,0,3,0,2,0,2,0,4,2,354732508,1393825603,2,3,,,,,,,,,,,,,,,2020
662889,1,30,559,208,2,0,1,30000,0,0,119,2020,12,10,15,0,12,1,1,1,14,0,7,0,23,0,23,2,7,1,70,5,4,1,55,1,14,61,1,0,11,0,10,0,10,0,3,0,2,0,2,0,4,2,354708834,1393813792,5,3,,,,,,,,,,,,,,,2020
662895,1,30,559,214,2,0,1,30000,0,0,119,2020,12,13,18,5,22,1,1,1,1,0,7,9,22,0,23,14,9,30,70,4,3,1,35,25,3,61,31,0,1,0,2,0,40,0,3,0,2,0,2,0,4,2,354609826,1393937730,1,3,,,,,,,,,,,,,,,2020
662900,1,30,559,219,2,0,1,30000,0,0,119,2020,12,20,11,33,12,1,1,1,1,0,7,1,22,0,23,15,9,30,70,4,2,1,75,75,3,61,31,0,1,0,2,0,10,0,1,0,2,0,2,0,4,2,354607728,1393827341,1,3,,,,,,,,,,,,,,,2020
662907,1,30,559,226,2,0,1,30930,0,0,119,2020,12,25,21,58,22,1,1,1,1,0,7,9,22,0,23,17,9,30,70,4,1,1,55,25,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354727071,1393932604,6,3,,,,,,,,,,,,,,,2020
662922,1,30,560,295,2,0,1,10200,0,0,120,2020,12,14,17,45,22,2,1,1,1,0,7,9,22,0,23,15,9,30,70,1,2,1,45,55,3,61,31,0,1,0,10,0,80,0,4,0,2,0,2,0,4,2,354442897,1393747465,2,3,,,,,,,,,,,,,,,2020
662925,1,30,560,298,2,0,1,10200,0,0,120,2020,9,12,12,0,12,3,1,1,14,0,7,0,23,0,23,1,9,1,70,1,2,1,45,25,51,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,354407273,1393700870,7,3,,,,,,,,,,,,,,,2020
662935,1,30,560,308,2,0,1,30000,0,0,120,2020,12,20,13,40,12,1,1,1,14,0,7,0,23,0,23,3,9,20,70,5,4,1,1,55,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354523096,1393744873,1,3,,,,,,,,,,,,,,,2020
662936,1,30,560,309,2,0,1,20000,0,0,120,2020,12,21,7,0,11,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,1,1,1,55,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354535231,1393906565,2,3,,,,,,,,,,,,,,,2020
662940,1,30,660,175,2,0,1,30000,0,0,106,2020,12,1,19,30,22,1,1,1,14,0,7,0,23,0,23,3,9,1,1,4,2,1,1,45,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354243284,1394650751,3,3,,,,,,,,,,,,,,,2020
662943,1,30,660,178,2,0,1,30000,0,0,106,2020,12,8,21,15,22,2,1,1,14,0,7,0,23,0,23,3,9,1,70,5,2,1,45,35,4,61,31,0,1,0,10,0,20,0,4,0,2,0,2,0,4,2,354223550,1394625212,3,3,,,,,,,,,,,,,,,2020
662952,1,30,660,187,2,0,1,40,2,28,106,2020,12,21,13,27,12,1,1,1,1,0,1,9,22,0,23,19,9,30,70,5,1,1,35,65,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354227036,1394634439,2,3,,,,,,,,,,,,,,,2020
662955,1,30,660,190,2,0,1,20370,0,0,106,2020,12,23,12,40,12,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,1,1,35,35,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354258229,1394600769,4,3,,,,,,,,,,,,,,,2020
662957,1,30,660,192,2,0,1,20390,0,0,106,2020,11,30,14,35,12,1,1,1,14,0,7,0,23,0,23,5,9,1,70,4,1,1,35,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354227431,1394638525,2,3,,,,,,,,,,,,,,,2020
662983,1,30,663,100,2,0,1,20000,0,0,106,2020,12,9,12,26,12,2,1,1,1,0,1,9,22,0,23,14,9,30,70,4,2,1,45,75,3,61,31,0,1,0,3,0,20,0,3,0,2,0,2,0,4,2,354232514,1394706247,4,3,,,,,,,,,,,,,,,2020
662984,1,30,663,101,2,0,1,30000,0,0,106,2020,12,10,13,15,12,2,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,55,45,2,61,1,0,1,0,2,0,50,0,3,0,2,0,2,0,4,2,354224439,1394736473,5,3,,,,,,,,,,,,,,,2020
662985,1,30,663,102,2,0,1,30000,0,0,106,2020,12,11,1,15,22,1,1,1,1,0,7,9,22,0,23,11,9,30,70,4,2,1,45,1,3,61,1,0,1,0,5,0,40,0,3,0,2,0,2,0,4,2,354143454,1394714974,6,3,,,,,,,,,,,,,,,2020
662987,1,30,663,104,2,0,1,20000,0,0,106,2020,12,9,22,10,22,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,25,3,61,1,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354202700,1394701461,4,3,,,,,,,,,,,,,,,2020
662989,1,30,663,106,2,0,1,30000,0,0,106,2020,12,15,16,57,21,1,1,1,1,0,7,1,21,0,23,14,9,30,70,5,2,1,55,75,3,61,31,0,1,0,10,0,10,0,3,0,2,0,2,0,4,2,354223264,1394731701,3,3,,,,,,,,,,,,,,,2020
662997,1,30,664,85,2,0,1,30000,0,0,118,2020,12,17,16,18,13,1,1,1,1,0,7,1,21,0,23,11,9,30,1,4,3,1,35,75,14,61,1,0,11,0,2,0,40,0,3,0,2,0,2,0,4,2,354444281,1394554348,5,3,,,,,,,,,,,,,,,2020
662998,1,30,664,86,2,0,1,30000,0,0,118,2020,12,22,18,45,22,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,55,35,13,61,31,0,11,0,2,0,50,0,3,0,2,0,2,0,4,2,354507938,1394710468,3,3,,,,,,,,,,,,,,,2020
663002,1,30,665,79,2,0,1,10360,0,0,118,2020,12,8,8,8,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,1,1,55,75,35,61,31,0,0,0,3,0,20,0,3,0,0,0,0,0,4,2,354342887,1394830981,3,3,,,,,,,,,,,,,,,2020
663016,1,30,666,136,2,0,1,30000,0,0,118,2020,12,20,20,52,22,1,1,1,14,0,7,0,23,0,23,4,9,1,70,5,1,1,35,55,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354342109,1394617343,1,3,,,,,,,,,,,,,,,2020
663017,1,30,666,137,2,0,1,30000,0,0,118,2020,12,30,14,15,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,4,1,1,55,1,14,61,31,0,11,0,5,0,10,0,3,0,2,0,2,0,4,2,354441635,1394710967,4,3,,,,,,,,,,,,,,,2020
663019,1,30,667,133,2,0,1,30000,0,0,121,2020,12,7,16,0,13,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,1,65,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354443106,1394831598,2,3,,,,,,,,,,,,,,,2020
663056,1,30,668,440,2,0,1,30000,0,0,121,2020,12,18,20,27,22,1,1,1,1,0,1,9,22,0,23,11,9,30,70,5,1,1,65,55,3,61,1,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354520075,1394612156,6,3,,,,,,,,,,,,,,,2020
663057,1,30,668,441,2,0,1,99000,0,0,121,2020,11,16,21,30,22,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,45,55,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354526914,1394554250,2,3,,,,,,,,,,,,,,,2020
663063,1,30,668,447,2,0,1,10710,0,0,121,2020,12,22,8,50,12,1,1,1,14,0,7,0,23,0,23,1,9,1,70,1,2,1,55,55,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354543288,1394716408,3,3,,,,,,,,,,,,,,,2020
663068,1,30,668,452,2,0,1,30000,0,0,121,2020,12,23,6,5,23,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,45,35,3,61,31,0,1,0,3,0,10,0,4,0,2,0,2,0,4,2,354711964,1394722567,4,3,,,,,,,,,,,,,,,2020
663077,1,30,668,461,2,0,1,30000,0,0,121,2020,12,27,13,33,12,1,1,1,1,0,7,9,22,0,23,15,9,30,70,5,3,1,45,1,3,61,31,0,1,0,2,0,50,0,3,0,2,0,2,0,4,2,354705730,1394603915,1,3,,,,,,,,,,,,,,,2020
663087,1,30,669,566,2,0,1,10130,0,0,121,2020,12,3,19,10,22,1,1,1,1,0,7,9,22,0,23,18,9,30,70,5,1,1,45,55,13,61,31,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,354635954,1395031039,5,3,,,,,,,,,,,,,,,2020
663098,1,30,669,577,2,0,1,30000,0,0,121,2020,12,9,21,15,22,2,1,1,7,0,7,0,23,0,23,3,3,1,70,5,2,1,75,1,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354605662,1394917117,4,3,,,,,,,,,,,,,,,2020
663103,1,30,669,582,2,0,1,99000,0,0,121,2020,12,13,14,33,12,1,1,1,0,0,7,0,23,0,23,0,0,20,1,0,4,1,35,55,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354528548,1394839311,1,3,,,,,,,,,,,,,,,2020
663112,1,30,669,591,2,0,1,30000,0,0,121,2020,12,17,9,5,12,1,1,1,1,0,1,9,22,0,23,14,9,30,70,5,2,1,65,75,3,61,31,0,1,0,2,0,10,0,4,0,2,0,2,0,4,2,354625780,1394819910,5,3,,,,,,,,,,,,,,,2020
663120,1,30,669,599,2,0,1,30000,0,0,121,2020,12,20,17,45,22,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,2,1,45,65,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,4,354637714,1394819936,1,3,,,,,,,,,,,,,,,2020
663121,1,30,669,600,2,0,1,30000,0,0,121,2020,12,20,18,15,22,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,2,1,25,65,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,4,354638164,1394817605,1,3,,,,,,,,,,,,,,,2020
663128,1,30,669,607,2,0,1,30000,0,0,121,2020,12,23,8,20,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,55,45,3,61,31,0,1,0,3,0,10,0,3,0,2,0,1,0,4,2,354657505,1394857975,4,3,,,,,,,,,,,,,,,2020
663135,1,30,669,614,2,0,1,30000,0,0,121,2020,11,20,16,40,21,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,25,25,14,61,1,0,11,0,5,0,50,0,3,0,2,0,2,0,4,2,354630655,1395011060,6,3,,,,,,,,,,,,,,,2020
663140,1,30,669,619,2,0,1,10130,0,0,121,2020,12,25,18,42,22,1,1,1,1,0,7,1,21,0,23,17,9,30,70,1,2,1,35,45,13,61,31,0,11,0,4,0,20,0,3,0,2,0,2,0,4,2,354639287,1394952463,6,3,,,,,,,,,,,,,,,2020
663159,1,30,670,238,2,0,1,30000,0,0,121,2020,12,6,18,30,22,1,1,1,1,0,1,9,22,0,23,14,9,30,70,4,2,1,45,65,3,61,31,0,1,0,3,0,80,0,4,0,2,0,2,0,4,2,354816917,1394541143,1,3,,,,,,,,,,,,,,,2020
663162,1,30,670,241,2,0,1,10340,0,0,121,2020,12,8,16,40,21,2,1,1,14,0,7,0,23,0,23,2,9,20,70,4,2,1,1,35,34,61,31,0,0,0,3,0,20,0,3,0,0,0,0,0,4,2,354741243,1394716874,3,3,,,,,,,,,,,,,,,2020
663202,1,30,771,327,2,0,1,30000,0,0,108,2020,12,15,17,15,21,1,1,1,12,0,7,0,23,0,23,3,9,1,70,5,2,1,1,25,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353944512,1394745984,3,3,,,,,,,,,,,,,,,2020
663215,1,30,771,340,2,0,1,10370,0,0,108,2020,12,20,17,30,21,1,1,1,1,0,1,9,22,0,23,18,9,30,70,1,2,1,1,25,3,61,31,0,1,0,5,0,10,0,3,0,2,0,2,0,4,2,353958577,1394819808,1,3,,,,,,,,,,,,,,,2020
663218,1,30,771,343,2,0,1,30000,0,0,108,2020,8,18,17,35,13,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,1,1,1,45,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353849015,1394728026,3,3,,,,,,,,,,,,,,,2020
663219,1,30,771,344,2,0,1,30000,0,0,108,2020,12,22,15,45,13,1,1,1,14,0,7,0,23,0,23,1,9,1,70,4,2,1,1,55,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,353913244,1394758308,3,3,,,,,,,,,,,,,,,2020
663222,1,30,771,347,2,0,1,10370,0,0,108,2020,12,25,15,3,12,1,1,1,7,0,1,0,23,0,23,3,9,1,70,4,2,1,25,1,3,61,31,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354057479,1394823258,6,3,,,,,,,,,,,,,,,2020
663230,1,30,771,355,2,0,1,30000,0,0,108,2020,12,30,17,50,22,2,1,1,1,0,7,9,22,0,23,11,9,30,70,4,2,1,45,75,3,61,31,0,1,0,5,0,80,0,4,0,2,0,2,0,4,2,354109620,1394844778,4,3,,,,,,,,,,,,,,,2020
663235,1,30,772,220,2,0,1,20650,0,0,108,2020,12,31,16,55,21,1,1,1,1,0,1,9,22,0,23,19,9,20,70,4,2,1,65,55,3,61,31,0,1,0,10,0,11,0,3,0,2,0,2,0,4,2,354122885,1395009499,5,2,,,,,,,,,,,,,,,2020
663240,1,30,772,225,2,0,1,30000,0,0,108,2020,12,8,18,25,22,2,1,1,7,0,7,0,23,0,23,1,9,20,70,5,4,1,65,55,14,61,31,0,11,0,10,0,20,0,4,0,2,0,2,0,4,2,354126226,1394949400,3,3,,,,,,,,,,,,,,,2020
663241,1,30,772,226,2,0,1,30000,0,0,108,2020,11,27,8,4,12,1,1,1,7,0,7,0,23,0,23,2,9,1,70,5,2,1,65,55,3,61,1,0,1,0,10,0,30,0,4,0,2,0,2,0,4,2,354153486,1394928285,6,3,,,,,,,,,,,,,,,2020
663265,1,30,773,203,2,0,1,140,1,46,107,2020,12,1,5,1,22,1,1,1,7,0,1,0,23,0,23,6,9,1,70,1,2,1,55,55,3,61,1,0,1,0,10,0,50,0,3,0,2,0,2,0,4,2,354144191,1394849843,3,3,,,,,,,,,,,,,,,2020
663266,1,30,773,204,2,0,1,30000,0,0,107,2020,12,1,8,55,12,1,1,1,7,0,1,0,23,0,23,3,9,1,70,5,2,1,45,25,14,61,31,0,11,0,2,0,10,0,4,0,2,0,2,0,4,2,354130727,1394828871,3,3,,,,,,,,,,,,,,,2020
663270,1,30,773,208,2,0,1,20690,0,0,107,2020,12,12,5,15,22,1,1,1,7,0,8,0,23,0,23,6,8,1,70,4,2,1,65,1,3,61,1,0,1,0,5,0,10,0,4,0,2,0,2,0,4,2,354143419,1394853899,7,3,,,,,,,,,,,,,,,2020
663281,1,30,773,219,2,0,1,30000,0,0,107,2020,12,19,18,18,22,2,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,35,55,3,61,31,0,1,0,5,0,10,0,3,0,2,0,2,0,4,2,354241463,1394829776,7,3,,,,,,,,,,,,,,,2020
663285,1,30,773,223,2,0,1,20690,0,0,107,2020,12,25,11,10,12,1,1,1,7,0,1,0,23,0,23,3,9,1,70,4,2,1,35,45,3,61,31,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354220406,1394851327,6,3,,,,,,,,,,,,,,,2020
663287,1,30,773,225,2,0,1,10370,0,0,107,2020,12,12,7,31,11,2,1,1,1,0,7,9,22,0,23,18,7,30,70,4,2,1,45,35,3,61,31,0,1,0,4,0,50,0,4,0,2,0,2,0,4,2,354130331,1394820281,7,3,,,,,,,,,,,,,,,2020
663288,1,30,773,226,2,0,2,30000,0,0,107,2020,12,6,13,15,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,1,65,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354235524,1394843993,1,3,,,,,,,,,,,,,,,2020
663293,1,30,774,161,2,0,1,30000,0,0,107,2020,12,1,18,0,22,1,1,1,1,0,7,9,22,0,23,15,9,30,70,4,2,1,35,55,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354222247,1394926217,3,3,,,,,,,,,,,,,,,2020
663305,1,30,775,243,2,0,1,30000,0,0,122,2020,11,14,17,37,22,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,25,35,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354451327,1395027530,7,3,,,,,,,,,,,,,,,2020
663314,1,30,775,252,2,0,1,60,1,139,122,2020,12,6,19,55,22,1,1,1,14,0,7,0,23,0,23,2,9,1,70,4,2,1,1,65,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354611207,1395232029,1,3,,,,,,,,,,,,,,,2020
663327,1,30,775,265,2,0,1,30000,0,0,122,2020,12,14,7,20,11,2,1,1,1,0,7,1,22,0,23,11,9,30,1,5,2,1,35,35,3,61,31,0,1,0,2,0,14,0,3,0,2,0,2,0,4,2,354522660,1394942728,2,3,,,,,,,,,,,,,,,2020
663330,1,30,775,268,2,0,1,30000,0,0,122,2020,11,5,19,53,22,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,1,1,45,45,4,61,31,0,1,0,2,0,20,0,4,0,2,0,2,0,4,2,354607931,1395211469,5,3,,,,,,,,,,,,,,,2020
663331,1,30,775,269,2,0,1,30000,0,0,122,2020,12,17,18,45,22,1,1,1,1,0,7,9,22,0,23,14,9,30,70,4,1,1,55,45,3,61,31,0,1,0,5,0,20,0,3,0,2,0,2,0,4,2,354441572,1395033407,5,3,,,,,,,,,,,,,,,2020
663332,1,30,775,270,2,0,1,30000,0,0,122,2020,12,18,7,49,12,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,1,1,35,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354611022,1395152813,6,3,,,,,,,,,,,,,,,2020
663333,1,30,775,271,2,0,1,30000,0,0,122,2020,10,15,13,15,12,3,1,1,7,0,1,0,23,0,23,3,9,1,70,4,3,1,45,75,4,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354617921,1395205507,5,3,,,,,,,,,,,,,,,2020
663335,1,30,775,273,2,0,1,30000,0,0,122,2020,12,2,17,45,22,3,1,2,1,0,2,9,22,0,23,14,9,30,70,4,2,1,65,25,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354533263,1395155242,4,3,,,,,,,,,,,,,,,2020
663342,1,30,775,280,2,0,1,95000,0,0,122,2020,12,14,1,5,22,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,1,35,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354615623,1395213548,2,3,,,,,,,,,,,,,,,2020
663346,1,30,775,284,2,0,1,10130,0,0,122,2020,12,25,5,45,22,1,1,1,1,0,1,9,22,0,23,18,9,30,70,1,4,1,25,65,35,61,31,0,0,0,4,0,0,0,4,0,0,0,0,0,4,2,354454040,1395128607,6,3,,,,,,,,,,,,,,,2020
663347,1,30,775,285,2,0,1,30000,0,0,122,2020,12,25,10,45,12,1,1,1,14,0,7,0,23,0,23,1,9,1,1,5,1,1,65,65,3,61,31,0,1,0,2,0,20,0,3,0,2,0,2,0,4,2,354449078,1395046884,6,3,,,,,,,,,,,,,,,2020
663356,1,30,776,204,2,0,1,30000,0,0,122,2020,11,27,19,14,22,1,1,1,7,0,7,0,23,0,23,3,9,1,70,5,3,1,55,45,13,61,31,0,11,0,1,0,20,0,4,0,2,0,2,0,4,2,354443750,1395119813,6,3,,,,,,,,,,,,,,,2020
663358,1,30,776,206,2,0,1,30000,0,0,122,2020,12,12,10,15,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,65,55,14,61,31,0,11,0,2,0,50,0,4,0,2,0,2,0,4,2,354309464,1395146906,7,3,,,,,,,,,,,,,,,2020
