fid,資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,曜日(発生年月日),祝日(発生年月日),日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）,year
3058,1,30,221,1,2,0,1,30000,0,0,111,2018,12,23,20,9,22,2,1,2,1,0,7,9,22,0,23,15,9,20,70,4,2,1,55,55,36,61,31,0,0,0,10,0,10,0,3,0,0,0,0,0,4,2,353248456,1394333557,1,1,,,,,,,,,,,,,,,2019
3067,1,30,221,10,2,0,1,30000,0,0,111,2019,1,12,19,35,22,3,1,2,1,0,7,9,22,0,23,15,9,30,70,4,2,1,55,75,4,61,31,0,1,0,2,0,10,0,4,0,2,0,2,0,4,2,353244528,1394318818,7,3,,,,,,,,,,,,,,,2019
3078,1,30,221,21,2,0,1,30000,0,0,111,2019,1,23,10,40,12,1,1,1,7,0,7,0,23,0,23,2,9,20,70,5,3,1,55,25,3,61,1,0,1,0,2,0,80,0,3,0,2,0,2,0,4,2,353324791,1394236246,4,3,,,,,,,,,,,,,,,2019
3079,1,30,221,22,2,0,1,30000,0,0,111,2019,1,23,18,45,22,1,1,1,7,0,7,0,23,0,23,2,9,20,70,5,3,1,1,45,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353327067,1394329290,4,3,,,,,,,,,,,,,,,2019
3089,1,30,222,5,2,0,1,30000,0,0,111,2019,1,12,9,5,12,2,1,1,1,0,7,9,22,0,23,15,8,30,70,4,3,1,65,45,4,61,31,0,1,0,3,0,20,0,3,0,2,0,2,0,4,2,353502485,1394237997,7,3,,,,,,,,,,,,,,,2019
3102,1,30,222,18,2,0,1,10130,0,0,111,2019,1,24,23,0,22,1,1,1,1,0,1,8,22,0,23,18,9,30,70,1,2,1,25,55,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353507017,1394311986,5,3,,,,,,,,,,,,,,,2019
3114,1,30,325,3,2,0,1,30000,0,0,112,2018,12,28,19,30,22,1,1,1,1,0,1,9,22,0,23,19,9,30,70,5,1,1,65,45,3,61,31,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,353823662,1393940205,6,3,,,,,,,,,,,,,,,2019
3126,1,30,325,15,2,0,1,30000,0,0,112,2019,1,17,7,25,11,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,45,45,13,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,353811919,1393911343,5,3,,,,,,,,,,,,,,,2019
3128,1,30,325,17,2,0,1,30000,0,0,112,2019,1,16,8,20,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,1,1,51,61,0,0,0,0,0,0,20,0,4,0,0,0,0,0,4,2,353859429,1394026957,4,3,,,,,,,,,,,,,,,2019
3130,1,30,325,19,2,0,1,30000,0,0,112,2019,1,20,18,25,22,1,1,1,1,0,7,1,21,0,23,14,9,30,70,4,3,1,55,35,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,353830050,1393853699,1,3,,,,,,,,,,,,,,,2019
3136,1,30,325,25,2,0,1,2460,1,99,112,2019,1,18,16,42,13,1,1,1,1,0,7,1,22,0,23,11,9,30,70,5,1,1,45,55,3,61,31,0,1,0,2,0,80,0,3,0,2,0,2,0,4,2,353754157,1393929908,6,3,,,,,,,,,,,,,,,2019
3137,1,30,325,26,2,0,1,20210,0,0,112,2018,12,9,16,45,21,1,1,1,7,0,1,0,23,0,23,4,9,1,70,4,1,1,55,35,3,61,1,0,1,0,4,0,40,0,4,0,2,0,2,0,4,2,353758739,1393940348,1,3,,,,,,,,,,,,,,,2019
3138,1,30,325,27,2,0,1,10210,0,0,112,2019,1,24,14,35,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,65,75,12,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,353824624,1393818003,5,3,,,,,,,,,,,,,,,2019
3142,1,30,325,31,2,0,1,30000,0,0,112,2019,1,28,18,5,22,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,65,25,3,61,31,0,1,0,10,0,30,0,3,0,2,0,2,0,4,2,353832939,1394007452,2,3,,,,,,,,,,,,,,,2019
3150,1,30,325,39,2,0,1,30000,0,0,112,2019,1,30,10,15,12,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,3,1,45,25,14,61,1,0,11,0,5,0,30,0,4,0,2,0,2,0,4,2,353834624,1394003052,4,3,,,,,,,,,,,,,,,2019
3156,1,30,326,6,2,0,1,30000,0,0,112,2018,11,9,12,15,12,3,1,2,1,0,1,9,22,0,23,11,9,30,70,4,1,1,65,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353852205,1393809409,6,3,,,,,,,,,,,,,,,2019
3158,1,30,326,8,2,0,1,95000,0,0,112,2018,12,9,13,0,12,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,1,1,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,353929808,1393921002,1,3,,,,,,,,,,,,,,,2019
3167,1,30,326,17,2,0,1,30000,0,0,112,2019,1,9,11,55,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,45,75,3,61,31,0,1,0,10,0,20,0,4,0,2,0,2,0,4,2,354013565,1393939376,4,3,,,,,,,,,,,,,,,2019
3170,1,30,326,20,2,0,1,30000,0,0,112,2019,1,9,13,30,12,1,1,1,1,0,7,7,22,0,23,11,9,30,70,5,1,1,45,55,14,61,31,0,11,0,2,0,20,0,3,0,2,0,2,0,4,2,353854045,1393736438,4,3,,,,,,,,,,,,,,,2019
3172,1,30,326,22,2,0,1,30000,0,0,112,2019,1,9,12,50,12,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,4,1,65,75,3,61,31,0,1,0,10,0,30,0,4,0,2,0,2,0,4,2,353955524,1394012524,4,3,,,,,,,,,,,,,,,2019
3183,1,30,326,33,2,0,1,30000,0,0,112,2019,1,24,15,10,12,1,1,1,1,0,7,1,22,0,23,11,8,30,1,5,3,1,1,65,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,353920377,1394010880,5,3,,,,,,,,,,,,,,,2019
3184,1,30,326,34,2,0,1,30000,0,0,112,2019,1,25,10,53,12,1,1,1,7,0,1,0,23,0,23,3,9,1,70,5,2,1,25,75,13,61,31,0,11,0,3,0,40,0,4,0,2,0,2,0,4,2,353925639,1393833974,6,3,,,,,,,,,,,,,,,2019
3186,1,30,326,36,2,0,1,30000,0,0,112,2019,1,25,18,0,21,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,3,1,55,25,3,61,31,0,1,0,10,0,10,0,4,0,2,0,2,0,4,2,353934293,1394002634,6,3,,,,,,,,,,,,,,,2019
3188,1,30,326,38,2,0,1,30000,0,0,112,2019,1,28,8,55,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,75,17,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,353913168,1393833772,2,3,,,,,,,,,,,,,,,2019
3198,1,30,327,8,2,0,1,30190,0,0,112,2019,1,5,14,40,12,1,1,1,1,0,7,9,22,0,23,15,9,30,70,4,1,1,45,75,3,61,31,0,1,0,3,0,10,0,4,0,2,0,2,0,4,2,353736029,1393810671,7,3,,,,,,,,,,,,,,,2019
3208,1,30,327,18,2,0,1,30000,0,0,112,2019,1,15,16,50,13,1,1,2,1,0,7,9,22,0,23,14,9,30,70,5,1,1,75,1,3,61,31,0,1,0,2,0,50,0,4,0,2,0,2,0,4,2,353635872,1393944518,3,3,,,,,,,,,,,,,,,2019
3210,1,30,327,20,2,0,1,30000,0,0,112,2019,1,14,11,22,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,45,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,353632376,1393850599,2,1,,,,,,,,,,,,,,,2019
3213,1,30,327,23,2,0,1,10000,0,0,112,2019,1,10,11,0,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,4,2,1,35,35,3,61,31,0,1,0,10,0,30,0,4,0,2,0,2,0,4,2,353733088,1393920294,5,3,,,,,,,,,,,,,,,2019
3217,1,30,327,27,2,0,1,95000,0,0,112,2019,1,20,17,15,21,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,25,75,4,61,31,0,1,0,10,0,60,0,4,0,2,0,2,0,4,2,353612152,1393910283,1,3,,,,,,,,,,,,,,,2019
3221,1,30,327,31,2,0,1,10200,0,0,112,2019,1,13,22,15,22,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,2,1,1,45,4,61,31,0,1,0,10,0,10,0,4,0,2,0,2,0,4,2,353717540,1393749421,1,2,,,,,,,,,,,,,,,2019
3224,1,30,327,34,2,0,1,30000,0,0,112,2019,1,23,17,40,21,1,1,1,1,0,7,1,21,0,23,15,9,30,70,5,3,1,65,75,13,61,31,0,11,0,10,0,10,0,4,0,2,0,2,0,4,2,353625057,1393812203,4,3,,,,,,,,,,,,,,,2019
3244,1,30,328,3,2,0,1,30000,0,0,112,2018,12,27,18,25,22,1,1,1,7,0,7,0,23,0,23,2,9,1,70,5,3,1,55,65,3,61,31,0,1,0,2,0,40,0,3,0,2,0,2,0,4,2,353826869,1393702885,5,3,,,,,,,,,,,,,,,2019
3245,1,30,328,4,2,0,1,30000,0,0,112,2018,12,25,10,40,12,1,1,1,1,0,7,9,22,0,23,14,9,30,70,5,1,1,65,65,14,61,31,0,11,0,1,0,10,0,4,0,2,0,2,0,4,2,353926099,1393713694,3,3,,,,,,,,,,,,,,,2019
3261,1,30,328,20,2,0,1,10210,0,0,112,2018,12,10,18,40,22,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,1,1,1,45,35,61,31,0,0,0,3,0,10,0,3,0,0,0,0,0,4,2,353754230,1393613171,2,3,,,,,,,,,,,,,,,2019
3266,1,30,328,25,2,0,1,30000,0,0,112,2019,1,7,9,0,12,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,3,1,1,75,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,353920403,1393600744,2,3,,,,,,,,,,,,,,,2019
3267,1,30,328,26,2,0,1,95000,0,0,112,2019,1,9,15,0,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,5,2,1,45,75,13,61,31,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,353832340,1393631538,4,3,,,,,,,,,,,,,,,2019
3270,1,30,328,29,2,0,1,30000,0,0,112,2019,1,14,13,35,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,3,1,45,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354018689,1393600569,2,1,,,,,,,,,,,,,,,2019
3272,1,30,328,31,2,0,1,30000,0,0,112,2019,1,16,8,45,12,1,1,1,1,0,7,9,22,0,23,14,3,30,70,4,1,1,1,45,4,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354008399,1393716974,4,3,,,,,,,,,,,,,,,2019
3277,1,30,328,36,2,0,1,30000,0,0,112,2019,1,24,7,10,11,1,1,1,1,0,7,9,22,0,23,15,9,30,70,4,1,1,55,1,3,61,31,0,1,0,3,0,40,0,3,0,2,0,2,0,4,2,353838886,1393649425,5,3,,,,,,,,,,,,,,,2019
3280,1,30,328,39,2,0,1,30000,0,0,112,2019,1,24,17,0,21,1,1,1,1,0,7,9,22,0,23,15,9,30,70,4,2,1,35,1,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,353836589,1393543644,5,3,,,,,,,,,,,,,,,2019
3285,1,30,328,44,2,0,1,30000,0,0,112,2018,11,17,16,48,21,2,1,1,7,0,1,0,23,0,23,1,9,1,70,4,2,1,25,35,14,61,1,0,11,0,2,0,70,0,3,0,2,0,2,0,4,2,353832323,1393631572,7,3,,,,,,,,,,,,,,,2019
3286,1,30,328,45,2,0,1,95000,0,0,112,2018,10,9,8,20,12,1,1,1,1,0,1,9,22,0,23,17,9,30,1,4,3,1,35,1,3,61,31,0,1,0,2,0,50,0,3,0,2,0,2,0,4,2,353832998,1393647409,3,3,,,,,,,,,,,,,,,2019
3293,1,30,328,52,2,0,1,10210,0,0,112,2019,1,11,18,57,22,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,1,1,45,25,35,61,31,0,0,0,5,0,10,0,3,0,0,0,0,0,4,2,353805353,1393647739,6,3,,,,,,,,,,,,,,,2019
3306,1,30,329,13,2,0,1,30000,0,0,110,2019,1,13,15,50,13,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,45,25,3,61,31,0,1,0,10,0,10,0,3,0,2,0,2,0,4,2,353814796,1394130575,1,2,,,,,,,,,,,,,,,2019
3307,1,30,329,14,2,0,1,2460,1,62,110,2019,1,20,14,5,12,1,1,1,7,0,7,0,23,0,23,5,9,1,70,1,1,1,45,75,3,61,31,0,1,0,5,0,40,0,3,0,2,0,2,0,4,2,353909649,1394119382,1,3,,,,,,,,,,,,,,,2019
3308,1,30,329,15,2,0,1,20240,0,0,110,2019,1,20,17,55,21,1,1,1,7,0,7,0,23,0,23,3,8,1,70,4,2,1,35,75,35,61,31,0,0,0,3,0,10,0,2,0,0,0,0,0,4,2,353850219,1394135932,1,3,,,,,,,,,,,,,,,2019
3318,1,30,329,25,2,0,1,30000,0,0,110,2019,1,31,13,14,12,2,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,65,25,17,61,1,0,11,0,5,0,10,0,3,0,2,0,2,0,4,2,353842965,1394156332,5,3,,,,,,,,,,,,,,,2019
3319,1,30,329,26,2,0,1,30000,0,0,110,2019,1,9,14,13,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,45,55,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,353828401,1394144099,4,3,,,,,,,,,,,,,,,2019
3320,1,30,329,27,2,0,1,30000,0,0,110,2019,1,8,12,55,12,1,1,1,14,0,7,0,23,0,23,3,8,1,70,5,1,1,35,45,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353758579,1394248682,3,3,,,,,,,,,,,,,,,2019
3322,1,30,330,2,2,0,1,10080,0,0,110,2018,11,25,16,45,21,1,1,1,14,0,7,0,23,0,23,4,9,1,70,1,1,1,1,75,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353722899,1394105752,1,3,,,,,,,,,,,,,,,2019
3325,1,30,330,5,2,0,1,30000,0,0,111,2019,1,2,11,3,12,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,3,1,55,45,3,61,31,0,1,0,10,0,80,0,3,0,2,0,2,0,4,2,353642450,1394108998,4,3,,,,,,,,,,,,,,,2019
3334,1,30,330,14,2,0,1,30000,0,0,110,2019,1,12,0,30,22,1,1,1,14,0,7,0,23,0,23,2,9,1,1,5,4,1,35,35,51,61,0,0,0,0,0,0,12,0,4,0,0,0,0,0,4,2,353737042,1394103603,7,3,,,,,,,,,,,,,,,2019
3335,1,30,330,15,2,0,1,30000,0,0,110,2019,1,19,11,55,12,1,1,1,1,0,7,9,22,0,23,14,9,30,1,5,3,1,55,1,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,353647313,1393959698,7,3,,,,,,,,,,,,,,,2019
3346,1,30,330,26,2,0,1,30000,0,0,110,2019,1,11,18,30,22,1,1,1,7,0,7,0,23,0,23,2,9,1,70,5,3,1,45,55,3,61,31,0,1,0,2,0,20,0,3,0,2,0,2,0,4,2,353701496,1394051943,6,3,,,,,,,,,,,,,,,2019
3347,1,30,330,27,2,0,1,20240,0,0,110,2019,1,17,10,5,12,1,1,1,1,0,1,9,22,0,23,11,9,30,70,5,4,1,55,45,3,61,31,0,1,0,3,0,10,0,4,0,2,0,2,0,4,2,353731847,1394006913,5,3,,,,,,,,,,,,,,,2019
3350,1,30,331,2,2,0,1,30000,0,0,113,2018,8,13,12,50,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,4,1,65,75,14,61,1,0,11,0,10,0,10,0,4,0,2,0,2,0,4,2,353932309,1394159626,2,3,,,,,,,,,,,,,,,2019
3351,1,30,331,3,2,0,1,30000,0,0,113,2018,6,5,0,25,22,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,3,1,25,25,3,61,31,0,1,0,10,0,40,0,3,0,2,0,2,0,4,2,353929911,1394143918,3,3,,,,,,,,,,,,,,,2019
3354,1,30,331,6,2,0,1,30000,0,0,113,2018,4,16,22,10,22,1,1,1,1,0,7,1,21,0,23,15,9,30,70,5,3,1,65,35,17,61,31,0,11,0,2,0,10,0,4,0,2,0,2,0,4,2,353920586,1394151435,2,3,,,,,,,,,,,,,,,2019
3359,1,30,331,11,2,0,1,30000,0,0,113,2019,1,11,8,28,12,1,1,1,1,0,7,9,22,0,23,15,9,30,70,4,1,1,25,1,4,61,31,0,1,0,2,0,20,0,3,0,2,0,2,0,4,2,353910579,1394318057,6,3,,,,,,,,,,,,,,,2019
3361,1,30,331,13,2,0,1,30230,0,0,113,2019,1,16,17,40,21,1,1,1,14,0,7,0,23,0,23,3,8,1,70,4,2,1,55,35,4,61,31,0,1,0,4,0,10,0,4,0,2,0,2,0,4,2,353901713,1394244243,4,3,,,,,,,,,,,,,,,2019
3363,1,30,332,2,2,0,1,30000,0,0,113,2019,1,4,14,14,12,1,1,1,14,0,7,0,23,0,23,2,9,20,70,4,3,1,35,75,1,61,1,0,1,0,1,0,0,0,4,0,2,0,2,0,4,2,354049204,1394205786,6,3,,,,,,,,,,,,,,,2019
3369,1,30,332,8,2,0,7,10090,0,0,113,2019,1,16,13,34,12,2,1,1,7,0,7,0,23,0,23,5,9,20,70,4,2,1,75,1,3,61,31,0,1,0,4,0,10,0,1,0,1,0,1,0,2,2,354112689,1394210835,4,3,,,,,,,,,,,,,,,2019
3370,1,30,332,9,2,0,1,20160,0,0,113,2019,1,15,10,25,12,1,1,1,1,0,1,9,22,0,23,19,9,30,70,4,2,1,35,35,14,61,31,0,11,0,4,0,20,0,3,0,2,0,2,0,4,2,354006428,1394219953,3,3,,,,,,,,,,,,,,,2019
3373,1,30,332,12,2,0,1,30000,0,0,113,2019,1,24,10,19,12,1,1,1,1,0,7,9,22,0,23,14,8,30,70,4,2,1,75,25,3,61,1,0,1,0,3,0,50,0,3,0,2,0,2,0,4,2,354048872,1394213305,5,3,,,,,,,,,,,,,,,2019
3374,1,30,332,13,2,0,1,20120,0,0,113,2019,1,10,19,35,22,1,1,1,14,0,7,0,23,0,23,3,9,20,70,1,2,1,1,35,3,61,1,0,1,0,4,0,30,0,3,0,2,0,2,0,4,2,354035413,1394245062,5,3,,,,,,,,,,,,,,,2019
3377,1,30,332,16,2,0,1,30000,0,0,113,2019,1,29,10,0,12,1,1,1,1,0,7,0,23,0,23,11,9,30,70,5,4,1,25,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354059255,1394157854,3,3,,,,,,,,,,,,,,,2019
3378,1,30,332,17,2,0,1,10090,0,0,113,2019,1,30,10,50,12,1,1,1,1,0,1,0,23,0,23,19,9,30,70,1,1,1,35,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354007371,1394219683,4,3,,,,,,,,,,,,,,,2019
3379,1,30,332,18,2,0,1,30000,0,0,113,2019,1,16,17,45,21,2,1,1,1,0,7,9,22,0,23,18,9,30,70,4,1,1,45,35,3,61,1,0,1,0,2,0,40,0,3,0,2,0,2,0,4,2,354113186,1394148323,4,3,,,,,,,,,,,,,,,2019
3384,1,30,333,5,2,0,1,10160,0,0,113,2019,1,7,9,0,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,1,1,1,35,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353946608,1394114944,2,3,,,,,,,,,,,,,,,2019
3390,1,30,333,11,2,0,1,20330,0,0,113,2019,1,15,0,40,22,1,1,1,7,0,1,0,23,0,23,3,9,1,70,5,1,1,55,45,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354029888,1393947398,3,3,,,,,,,,,,,,,,,2019
3406,1,30,435,2,2,0,1,20090,0,0,104,2018,11,18,23,45,22,2,1,1,1,0,1,9,22,0,23,15,9,30,70,1,2,1,45,25,13,61,31,0,11,0,4,0,10,0,3,0,2,0,2,0,4,2,354201689,1394434051,1,3,,,,,,,,,,,,,,,2019
3407,1,30,435,3,2,0,1,10010,0,0,104,2018,12,11,19,52,22,3,1,2,1,0,1,9,22,0,23,18,9,30,70,1,1,1,45,25,3,61,31,0,1,0,4,0,12,0,3,0,2,0,2,0,4,2,354214765,1394439163,3,3,,,,,,,,,,,,,,,2019
3411,1,30,435,7,2,0,1,10050,0,0,104,2019,1,15,14,0,12,3,1,2,1,0,1,9,22,0,23,19,9,30,70,4,1,1,35,75,13,61,31,0,11,0,4,0,80,0,4,0,2,0,2,0,4,2,354133026,1394319022,3,3,,,,,,,,,,,,,,,2019
3412,1,30,435,8,2,0,1,30280,0,0,104,2019,1,9,22,20,22,1,1,1,7,0,1,0,23,0,23,3,9,1,70,5,2,1,65,45,3,61,1,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354159731,1394359491,4,3,,,,,,,,,,,,,,,2019
3416,1,30,436,1,2,0,1,20000,0,0,104,2018,12,1,17,23,21,1,1,1,1,0,1,9,22,0,23,19,9,30,70,1,3,1,25,25,3,61,1,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354133967,1394140046,7,3,,,,,,,,,,,,,,,2019
3417,1,30,436,2,2,0,2,10090,0,0,104,2019,1,2,3,35,22,1,1,1,1,0,1,9,22,0,23,19,9,30,70,1,2,1,55,1,3,61,1,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354153209,1394226779,4,3,,,,,,,,,,,,,,,2019
3419,1,30,436,4,2,0,1,30000,0,0,104,2019,1,10,22,25,22,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,55,25,3,61,1,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354149767,1394208159,5,3,,,,,,,,,,,,,,,2019
3420,1,30,436,5,2,0,1,30000,0,0,104,2018,10,5,21,55,22,1,1,1,14,0,7,0,23,0,23,3,9,20,70,5,3,1,65,45,3,61,1,0,1,0,2,0,20,0,4,0,2,0,2,0,4,2,354147914,1394213333,6,3,,,,,,,,,,,,,,,2019
3422,1,30,436,7,2,0,1,30290,0,0,104,2019,1,9,22,55,22,1,1,1,1,0,1,9,21,0,23,14,9,20,70,4,2,1,55,25,3,61,1,0,1,0,3,0,80,0,4,0,2,0,2,0,4,2,354210534,1394142199,4,3,,,,,,,,,,,,,,,2019
3426,1,30,437,1,2,0,1,30000,0,0,104,2018,11,30,10,25,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,3,1,65,45,14,61,31,0,11,0,1,0,11,0,3,0,2,0,2,0,4,2,354316610,1394053195,6,3,,,,,,,,,,,,,,,2019
3434,1,30,437,9,2,0,1,10250,0,0,104,2019,1,25,9,0,12,1,1,1,1,0,7,9,22,0,23,15,9,30,1,4,2,1,35,25,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354321276,1394100550,6,3,,,,,,,,,,,,,,,2019
3436,1,30,437,11,2,0,1,30000,0,0,104,2019,1,15,13,10,12,3,1,2,14,0,7,0,23,0,23,1,9,1,70,5,4,1,55,1,3,61,31,0,1,0,1,0,42,0,4,0,2,0,1,0,4,2,354249811,1394152533,3,3,,,,,,,,,,,,,,,2019
3438,1,30,438,2,2,0,1,95000,0,0,104,2019,1,4,12,5,12,1,1,1,14,0,1,0,23,0,23,6,9,1,70,1,4,1,25,25,3,61,31,0,1,0,10,0,40,0,3,0,2,0,2,0,4,2,354114699,1394254414,6,3,,,,,,,,,,,,,,,2019
3443,1,30,438,7,2,0,1,20090,0,0,104,2019,1,13,18,45,22,1,1,1,1,0,1,9,22,0,23,19,9,30,70,1,2,1,65,45,3,61,1,0,1,0,5,0,10,0,3,0,2,0,2,0,4,2,354108409,1394346065,1,2,,,,,,,,,,,,,,,2019
3451,1,30,438,15,2,0,1,10120,0,0,104,2019,1,24,8,20,12,1,1,1,14,0,7,0,23,0,23,5,9,1,70,1,2,1,35,55,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354053429,1394309421,5,3,,,,,,,,,,,,,,,2019
3454,1,30,438,18,2,0,1,95000,0,0,104,2019,1,31,20,20,22,3,1,2,7,0,1,0,23,0,23,2,9,1,70,1,2,1,55,35,3,61,1,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354115137,1394255890,5,3,,,,,,,,,,,,,,,2019
3456,1,30,439,1,1,1,0,10220,0,0,114,2019,1,16,18,3,22,1,1,1,7,0,7,0,23,0,23,4,9,1,70,4,1,1,45,75,13,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,1,354235483,1394006421,4,3,,,,,,,,,,,,,,,2019
3463,1,30,439,8,2,0,1,99000,0,0,114,2019,1,14,20,25,22,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,65,35,3,61,1,0,1,0,10,0,60,0,2,0,2,0,2,0,4,2,354132457,1394023456,2,1,,,,,,,,,,,,,,,2019
3466,1,30,439,11,2,0,1,30000,0,0,114,2019,1,18,2,52,22,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,2,1,45,35,3,61,31,0,1,0,1,0,40,0,3,0,2,0,2,0,4,2,354208187,1394033722,6,3,,,,,,,,,,,,,,,2019
3469,1,30,439,14,2,0,1,95000,0,0,114,2019,1,22,7,5,11,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,65,35,3,61,31,0,1,0,10,0,30,0,4,0,2,0,2,0,4,2,354144704,1394027467,3,3,,,,,,,,,,,,,,,2019
3473,1,30,439,18,2,0,1,30300,0,0,114,2019,1,22,12,40,12,1,1,1,1,0,1,1,21,0,23,14,9,30,1,4,1,1,45,25,3,61,1,0,1,0,3,0,30,0,4,0,2,0,2,0,4,2,354129266,1394023377,3,3,,,,,,,,,,,,,,,2019
3479,1,30,440,2,2,0,1,30000,0,0,114,2018,12,25,14,55,12,1,1,1,1,0,7,9,22,0,23,18,9,30,70,5,3,1,45,35,13,61,31,0,11,0,3,0,40,0,4,0,2,0,2,0,4,2,354310585,1393947941,3,3,,,,,,,,,,,,,,,2019
